mean_real,variance_real,skewness_real,kurtosis_real,mean_imag,variance_imag,skewness_imag,kurtosis_imag
0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0
2.686829367102259,54.30852536221431,2.469483419427457,5.642567100756252,0.007551662454008401,0.651105693771273,0.03873307505432811,0.3178873542873461
0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0
2.6420214097459453,51.75398920311717,2.40453345122351,5.180900221048505,-0.0005251525563743087,-0.05543726808835767,-0.005762084000194115,-0.05736282083992814
0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0
2.6433569934994905,51.860370809603545,2.411361689078253,5.238311458411854,3.672146497990525e-05,0.003760650606869482,0.0004923464159133967,0.0054570480553407675
0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0
2.6433111752350413,51.85610523742153,2.4109969848133748,5.23521723878693,2.9557043035310926e-06,-0.00024992055150187855,-3.520809438088126e-05,-0.0004867552893401647
0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0
2.643312770009132,51.85625515347257,2.410987759153515,5.263153694877255,4.904174488729041e-06,2.9077164379653647e-06,0.00010180997611870479,-0.004454857332161439
0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0
2.643312743246895,51.855676481155676,2.420875909995583,-89.62957852856486,4.7043727136042435e-06,0.00010724805960152688,-0.04539615734116702,-6.743902007768018
