mean_real,variance_real,skewness_real,kurtosis_real,mean_imag,variance_imag,skewness_imag,kurtosis_imag
0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0
0.8352033475216514,18.248604347124058,5.166503172308552,28.42585475967059,0.002385784414893344,0.22137372280223716,0.07208700988732646,1.176891545530736
0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0
0.8213318741342672,17.390453337689735,5.047865592445434,26.77591102293558,-0.00017595602495035223,-0.020993044641618185,-0.012181859337060478,-0.24517915964443257
0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0
0.8217647946020729,17.42792490716558,5.060877180724806,26.98720391945768,1.7434568810870132e-05,0.0014793679041180388,0.0013272807650513423,0.02828969713851791
0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0
0.8217487777439803,17.426316373574952,5.060173096716345,26.976413027510976,4.128865782604407e-06,-0.0003012295746119363,-3.8902879344206243e-05,-0.002988649300250286
0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0
0.8217493616303972,17.42637174124777,5.060148173600313,27.051589844216807,5.048636353421898e-06,-0.00016436394710862194,0.0002450980123601039,-0.011806765806014878
0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0
0.8217493561900824,17.426196240447908,5.075857226237622,-231.22219485262613,4.954864607498166e-06,-0.0001377784251367399,-0.07147288877758115,-18.58216966389279
