mean_real,variance_real,skewness_real,kurtosis_real,mean_imag,variance_imag,skewness_imag,kurtosis_imag
0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0
2.6754639542758025,54.21612596774875,2.476718064409298,5.697660276210773,0.007546562241333987,0.65169697133263,0.03892149963429743,0.31997204822049413
0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0
2.630740000217899,51.66197617421212,2.41143464461456,5.233165924700963,-0.000526044359805411,-0.055572017922840056,-0.0058013594622631955,-0.057811250738616246
0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0
2.632076176957332,51.7685643558377,2.4183060647063725,5.291087050256939,3.682535325566505e-05,0.0038059832311872523,0.0004932889369347439,0.005498670347174515
0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0
2.6320302341353408,51.76427940496822,2.4179371899723883,5.287931771496713,2.9390299971510103e-06,-0.00022186432090900323,-3.786391102558596e-05,-0.0004910436656972124
0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0
2.63203183956211,51.76443125122171,2.417928548089623,5.315908734867788,4.896193672720983e-06,3.213947883378723e-05,9.940318005041792e-05,-0.004460742488718075
0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0
2.6320318114578356,51.76385369949659,2.4278238713181532,-89.66380366334096,4.696130417869426e-06,0.0001361404617330264,-0.0453963174168072,-6.754843117896735
