tlist,tr,mag,coh,energy,overlap_target,overlap_instant
0.0,1.0,0.0,0.0,0.25,0.5,0.5
0.01,0.999999840906477,1.9984014443252818e-15,5.925974606154981e-09,0.2620862466318206,0.4999999204532375,0.49999992054630926
0.02,0.999999672114213,7.455147610357926e-14,7.248846031648438e-08,0.29829735528357837,0.49999983605706927,0.4999998383329377
0.03,0.9999994596999315,1.270705762834723e-12,3.763458643489473e-07,0.35849038289707874,0.4999997298493304,0.4999997475592355
0.04,0.9999992175496519,1.2266077042966117e-11,1.3174398253878933e-06,0.44242771885041093,0.4999996087686929,0.49999969134040745
0.05,0.999998959986525,8.320300004527326e-11,3.647512103035258e-06,0.5497779521676666,0.499999479951661,0.499999765332654
0.06,0.9999987008818778,4.403002962227731e-10,8.604067008230398e-06,0.6801170435693201,0.4999993502207888,0.500000156777883
0.07,0.9999984528774766,1.9262350603455047e-09,1.8012721944163532e-05,0.8329297405350574,0.49999922547562076,0.5000011920554364
0.08,0.9999982267539838,7.224287168483556e-09,3.431463019642308e-05,1.0076111921778803,0.4999991097648483,0.5000033837264091
0.09,0.9999980309682063,2.38148876174904e-08,6.0480088481839704e-05,1.2034687520633292,0.49999900357665933,0.5000074636221356
0.1,0.9999978713692056,7.028064130665257e-08,9.978419740210953e-05,1.4197240137325375,0.49999890054428214,0.5000143866114174
0.11,0.9999977510914908,1.8831542786257316e-07,0.00015544344900873228,1.6555151960701324,0.49999878138803144,0.5000252914322443
0.12,0.999997670613233,4.633051820523981e-07,0.0002301400087797289,1.9099000637103305,0.4999986036540255,0.5000414107856421
0.13,0.9999976279593435,1.0561647678652974e-06,0.000325489049424076,2.181859604400242,0.49999828589728784,0.5000639322744241
0.14,0.9999976190237309,2.247702731161816e-06,0.00044152917922202797,2.470302663496282,0.49999768566049985,0.5000938233935512
0.15,0.999997637982164,4.493748255729457e-06,0.000576332146397198,2.774071636756641,0.49999657211695414,0.5001316456301683
0.16,0.9999976777665753,8.484628426286278e-06,0.0007258313095700543,3.0919491441387295,0.4999945965690745,0.5001773924016534
0.17,0.9999977305727215,1.5197013205792143e-05,0.0008839554346778218,3.4226653698378247,0.49999126677975786,0.5002303906033007
0.18,0.999997788375063,2.592112512189715e-05,0.001043123377592704,3.764905501970401,0.49998593362497057,0.5002893038805236
0.19,0.9999978434246305,4.224397569851934e-05,0.0011951067303781053,4.1173165037838,0.499977799724466,0.5003522661121078
0.2,0.9999978887069189,6.597198044178132e-05,0.0013322054051304875,4.4785123709418295,0.49996595836323854,0.5004171559252045
0.21,0.9999979183371888,9.898579813322206e-05,0.0014486130717534865,4.847077142528953,0.4999494662695278,0.5004819988157149
0.22,0.9999979278703155,0.00014303682867966572,0.001541786720954058,5.221565274829817,0.4999274455208179,0.500545455742015
0.23,0.9999979145024285,0.00019951646249860566,0.0016135913410766302,5.600499545787632,0.49989919901996493,0.50060733055458
0.24,0.9999978771434399,0.0002692511929052177,0.0016709810243618027,5.982367360265524,0.49986431297526734,0.5006690090201262
0.25,0.999997816344744,0.00035239210533855037,0.0017260129738722906,6.365617032872279,0.49982271211970275,0.5007337353351533
0.26,0.9999977340761717,0.00044846820851612845,0.0017950752319200766,6.7486561489300705,0.4997746329338278,0.5008066426091717
0.27,0.9999976333610827,0.0005566531804269137,0.0018973366228093769,7.12985424693778,0.4997204900903279,0.5008944839588768
0.28,0.9999975177973606,0.0006762521508987818,0.0020525805435804567,7.507551672931739,0.49966063282323087,0.5010050588160777
0.29,0.9999973910124014,0.0008073534425882545,0.0022787340424725733,7.8800754781513,0.4995950187849066,0.5011463883788427
