tlist,tr,mag,coh,energy,overlap_target,overlap_instant
0.0,1.0,0.0,0.0,0.25,0.5,0.5
0.01,0.9999998409073848,4.9606985186301245e-12,4.737113133442553e-10,0.2513430763755357,0.49999992045121205,0.49999992024123474
0.02,0.9999996721256716,1.6977635963755233e-10,1.2944976922842947e-09,0.2553708879438906,0.4999998359779476,0.4999998355182643
0.03,0.999999459742235,1.3335081372467528e-09,-1.8062882948462765e-09,0.2620800926099342,0.4999997292043635,0.4999997309771326
0.04,0.9999992176492049,5.891910737076955e-09,-1.758887491527e-08,0.27146598940657596,0.49999960587864706,0.49999961798865966
0.05,0.9999989601661574,1.8935408740983206e-08,-6.017860504294007e-08,0.28352277806126036,0.49999947061537436,0.49999951105467005
0.06,0.9999987011473226,4.958803223598096e-08,-1.5028811698708614e-07,0.2982438070076539,0.4999993257796452,0.4999994281562007
0.07,0.9999984532022066,1.1244018754963392e-07,-3.1635406404320596e-07,0.31562177608588804,0.4999991703810095,0.4999993911434474
0.08,0.9999982270654171,2.2891344925168866e-07,-5.950299239136496e-07,0.33564887758979556,0.49999899907598394,0.4999994259047378
0.09,0.9999980311390755,4.283442447405861e-07,-1.030473817479924e-06,0.35831686615098335,0.49999880139741537,0.49999956204697016
0.1,0.9999978712185988,7.485415214336655e-07,-1.6719890310087998e-06,0.3836170549664776,0.4999985613385387,0.49999983188424924
0.11,0.9999977504005806,1.2355749299808316e-06,-2.569795374936306e-06,0.41154024251312726,0.4999982574128253,0.5000002686520554
0.12,0.9999976691606838,1.9425933303618415e-06,-3.7689971603928023e-06,0.4420765796600135,0.49999786328367674,0.5000009040149902
0.13,0.999997625580419,2.9275602865808104e-06,-5.302124847300893e-06,0.4752153916088077,0.49999734901006626,0.5000017650827354
0.14,0.999997615694771,4.249917813281545e-06,-7.180915875526423e-06,0.5109449721063877,0.4999966828884788,0.5000028712583606
0.15,0.9999976339281065,5.96633912158806e-06,-9.388222750589537e-06,0.5492523687636109,0.4999958337944925,0.500004231293287
0.16,0.999997673583657,8.125887224097461e-06,-1.1871058842726336e-05,0.5901231780909972,0.49999477384821644,0.5000058409090086
0.17,0.9999977273520206,1.076503762753589e-05,-1.4535793217620313e-05,0.6335413671598051,0.49999348115719655,0.5000076812791014
0.18,0.9999977878063667,1.3903128535441844e-05,-1.7246379097578992e-05,0.6794891358515253,0.49999194233891564,0.5000097185690842
0.19,0.9999978478559836,1.7538852316589804e-05,-1.9826255978499688e-05,0.7279468297837172,0.4999901545018335,0.5000119046308207
0.2,0.9999979011350879,2.164838435869676e-05,-2.206422710909308e-05,0.7788929095577104,0.4999881263753646,0.5000141788605418
0.21,0.9999979423099763,2.6185654152355298e-05,-2.3724217449985507e-05,0.8323039773449743,0.49998587832791197,0.5000164711627129
0.22,0.9999979672941635,3.1085101621586286e-05,-2.4558404987709287e-05,0.8881548573839205,0.49998344109627096,0.5000187059134942
0.23,0.999997973367712,3.6267041120252586e-05,-2.4322835221408544e-05,0.9464187230296571,0.4999808531632959,0.5000208067785065
0.24,0.9999979592030832,4.164549569468656e-05,-2.2794316796913395e-05,1.0070672598575021,0.49997815685369423,0.5000227021993597
0.25,0.9999979248052279,4.713809069067931e-05,-1.978719025759955e-05,1.0700708521613624,0.4999753933572686,0.5000243313135824
0.26,0.9999978713780213,5.267733718467005e-05,-1.516848526538678e-05,1.1353987791175906,0.49997259702041835,0.5000256500102193
0.27,0.999997801132375,5.822242092878849e-05,-8.870044522897811e-06,1.203019406920344,0.4999697893557231,0.5000266367522624
