tlist,tr,mag,coh,energy,overlap_target,overlap_instant
0.0,1.0,0.0,0.0,0.25,0.5,0.5
0.01,0.9999998409064765,1.1657341758564144e-15,2.860870075889882e-09,0.2530222774943119,0.4999999204532377,0.4999999204757072
0.02,0.9999996721142081,1.482147737874584e-14,3.3326685104651874e-08,0.26208620216810635,0.4999998360570967,0.4999998365805199
0.03,0.9999994596998907,1.8801626922027026e-13,1.6177817886148213e-07,0.27718281493174074,0.4999997298498513,0.4999997336604372
0.04,0.9999992175494472,1.377287173198738e-12,5.234865624617728e-07,0.29829721124036984,0.49999960877403493,0.4999996252104074
0.05,0.9999989599857804,7.073230889886872e-12,1.3328915193166004e-06,0.3254085413921505,0.49999947998935357,0.49999953228514754
0.06,0.9999987008797415,2.8623325931675936e-11,2.891088532503832e-06,0.3584900260176852,0.4999993504255591,0.49999948649185155
0.07,0.9999984528725114,9.756528918103413e-11,5.5838002526257755e-06,0.39750897452025497,0.4999992263874731,0.4999995328519807
0.08,0.9999982267447722,2.9178276461649943e-10,9.866997273648651e-06,0.4424268062866864,0.4999991132264947,0.4999997318484641
0.09,0.9999980309559697,7.861650774820816e-10,1.6238178654771206e-05,0.4931990752759069,0.4999990150849023,0.5000001598568343
0.1,0.9999978713647062,1.9430876907478023e-09,2.5193067529912256e-05,0.5497754996448221,0.49999893471080925,0.5000009071739564
0.11,0.9999977511295105,4.462347824585322e-09,3.7169877095693285e-05,0.6120999992091076,0.49999887333358134,0.5000020730544688
0.12,0.9999976707786595,9.61231116924921e-09,5.2485969094908985e-05,0.6801107444692871,0.4999988305831742,0.5000037575552982
0.13,0.9999976284288044,1.9561566533266017e-08,7.127419597970162e-05,0.7537402212997959,0.49999880443361894,0.500006050542684
0.14,0.9999976201253085,3.782058455303883e-08,9.34280224175584e-05,0.8329153148457658,0.49999879115236195,0.500009018863349
0.15,0.9999976402726216,6.978379624156261e-08,0.00011856526449520279,0.9175574144444747,0.4999987852444127,0.5000126933197983
0.16,0.9999976821207386,1.233338148831642e-07,0.00014601969849311778,1.0075825384269457,0.4999987793934618,0.5000170576010684
0.17,0.9999977382737466,2.0943416007002114e-07,0.00017486777964278235,1.1029014736690668,0.49999876441979324,0.5000220415896871
0.18,0.9999978011884232,3.4260165976407464e-07,0.00020399437002824772,1.2034199202568634,0.4999987292933817,0.5000275214007767
0.19,0.999997863634495,5.411260068921564e-07,0.00023219698588797385,1.3090386273814025,0.4999986612542441,0.5000333280581004
0.2,0.9999979190931044,8.269065641108853e-07,0.0002583230810555852,1.4196535035370839,0.49999854609327016,0.500039265875033
0.21,0.9999979620758606,1.2248215251475791e-06,0.00028142984456490405,1.5351556832464457,0.49999836862716773,0.5000451404451141
0.22,0.9999979883531209,1.7616458103941746e-06,0.00030095152416508984,1.6554315347074966,0.4999981133536553,0.5000507947725881
0.23,0.9999979950864504,2.464698386051012e-06,0.0003168560033726308,1.7803625984446805,0.49999776519403216,0.5000561506500681
0.24,0.9999979808661865,3.3606220315451907e-06,0.00032977079141302096,1.9098254562170625,0.4999973101220775,0.5000612511093034
0.25,0.9999979456604003,4.474957921218881e-06,0.0003410591263203969,2.043691541445266,0.49999673535123956,0.5000662988297662
0.26,0.9999978906860285,5.833434693791606e-06,0.00035282973968125514,2.181826915956197,0.49999602862566733,0.500071684967285
0.27,0.9999978182164537,7.466091281715936e-06,0.0003678689495680637,2.3240920510301715,0.499995176062586,0.5000780030956717
0.28,0.999997731342199,9.415427571546342e-06,0.00038949084187062826,2.470341661302368,0.4999941579573138,0.5000860439052497
0.29,0.9999976337027126,1.1749658437532062e-05,0.0004213098202546687,2.6204246456625655,0.4999929420221375,0.5000967679562853
0.3,0.9999975292074482,1.4581778079780783e-05,0.0004669489746438573,2.774184187832933,0.4999914737146842,0.5001112560326015
0.31,0.9999974217637184,1.809449360795634e-05,0.0005297065877698964,2.9314580593780435,0.4999896636350552,0.5001306392802455
0.32,0.9999973150271824,2.2570172560687496e-05,0.0006122106269703916,3.0920791491543294,0.49998737242731084,0.5001560140695172
0.33,0.9999972121885063,2.8423835560176247e-05,0.0007160962227851237,3.2558762166036868,0.49998439417647306,0.5001883490544228
0.34,0.9999971158068035,3.623603788294183e-05,0.0008417430151520361,3.4226748342531796,0.4999804398844603,0.5002283938718163
0.35000000000000003,0.9999970276971044,4.678140063046898e-05,0.0009881072035686108,3.5922984510817995,0.49997512314823694,0.5002765999969383
0.36,0.9999969488754736,6.10477874387616e-05,0.0011526768898010948,3.7645694778845504,0.49996795054401744,0.5003330641953535
0.37,0.9999968795616474,8.024089739783191e-05,0.0013315690313360313,3.9393102737212646,0.4999583193321248,0.5003975036381592
0.38,0.9999968192353956,0.0001057695492328592,0.001519772722721734,4.11634390403516,0.49994552484308136,0.5004692690802355
0.39,0.9999967667394132,0.00013920828231589466,0.0017115277883817137,4.295494549981748,0.49992877922854867,0.5005473987117954
0.4,0.9999967204186027,0.0001822360993057881,0.0019008114369696728,4.4765874768391045,0.49990724215964844,0.5006307107249848
0.41000000000000003,0.9999966782833491,0.00023655308184694634,0.002081890918413682,4.659448516275666,0.4998800626007511,0.500717927784079
0.42,0.9999966381829698,0.0003037799288777565,0.002249888749333695,4.843903078805017,0.499846429127046,0.5008078220504165
0.43,0.9999965979751313,0.00038534876095425163,0.002401300967533754,5.029774781940089,0.4998056246070885,0.5008993658306062
0.44,0.9999965556777404,0.0004823962723067843,0.002534409430071971,5.216883846830745,0.4997570797027168,0.5009918708821959
0.45,0.9999965095916621,0.0005956719404696109,0.002649537061307756,5.4050454705900055,0.49970041882559624,0.5010850993810904
0.46,0.9999964583855232,0.0007254740364546763,0.0027491099567495264,5.594068412344236,0.49963549217453423,0.5011793317622377
0.47000000000000003,0.9999964011375879,0.0008716243026985482,0.002837511115891863,5.783754029622596,0.49956238841744466,0.5012753810316106
0.48,0.9999963373339811,0.0010334883298915298,0.0029207351010433324,5.973895963339291,0.49948142450204475,0.5013745493319409
0.49,0.9999962668269133,0.0012100431402324308,0.003005878108192377,6.164280595133183,0.49939311184334045,0.5014785298339149
0.5,0.9999961897606011,0.0013999868851854447,0.003100520362928528,6.354688297362586,0.49929810143770786,0.5015892644772608
0.51,0.9999961064757772,0.0016018787943203328,0.0032120740205678574,6.544895376907643,0.49919711384072846,0.5017087746259331
0.52,0.9999960174056062,0.0018142916540578313,0.0033471770131066414,6.73467649718539,0.49909086287577414,0.5018389862698414
0.53,0.9999959229762042,0.0020359552539194192,0.0035112097745525874,6.923807268761951,0.4989799838611424,0.501981573134645
0.54,0.9999958235236495,0.002265868334946408,0.0037079971954996844,7.1120666468195175,0.4988649775943515,0.5021378394406568
0.55,0.9999957192365023,0.00250335915445854,0.003939733902870607,7.2992387777257886,0.4987461800410219,0.5023086590581274
0.56,0.999995610128787,0.0027480808529135037,0.004207140071044191,7.4851140028748215,0.49862376463793673,0.5024944799645777
0.5700000000000001,0.9999954960436441,0.002999936769888023,0.004509821794646929,7.669488850855915,0.4984977796368781,0.5026953932693539
0.58,0.9999953766831928,0.0032589415223700513,0.004846779645595515,7.852165012523466,0.4983682175804114,0.5029112560802719
0.59,0.9999952516562349,0.0035250344101562803,0.005216986362124358,8.03294747159967,0.4982351086230393,0.5031418487841948
0.6,0.9999951205329575,0.003797870748387777,0.005619943685185716,8.211642124088087,0.49809862489228485,0.5033870414488593
