tlist,tr,mag,coh,energy,overlap_target,overlap_instant
0.0,1.0,0.0,0.0,0.25,0.5,0.5
0.01,0.9999998409146507,4.652672691562998e-11,1.4831461529375146e-09,0.2620844705564,0.499999920434062,0.4999999197296805
0.02,0.9999996722173732,1.8116669830980925e-09,2.5749513511489854e-09,0.2982821146041446,0.49999983520285307,0.49999983501239215
0.03,0.9999994600809597,1.644594005423272e-08,-2.576457965406476e-08,0.3584359384442044,0.49999972181750985,0.499999744424239
0.04,0.9999992184471933,8.473038365375274e-08,-1.7244571810048444e-07,0.44229260058349035,0.49999956685840485,0.4999997036640238
0.05,0.9999989616092566,3.168453486246392e-07,-6.346255767599483e-07,0.549505759416567,0.499999322381954,0.49999983244220586
0.06,0.9999987032891702,9.567273192567782e-07,-1.7686686435134408e-06,0.6796395466876831,0.49999887328092546,0.500000352545112
0.07,0.9999984558447406,2.4700375719777234e-06,-4.124948779104646e-06,0.8321719227630662,0.4999979929035843,0.5000016268618886
0.08,0.9999982296447756,5.64701769129039e-06,-8.446827113163962e-06,1.0064977305812732,0.4999962913135421,0.5000041912637915
0.09,0.9999980326360477,1.1703931412809787e-05,-1.5618231211239338e-05,1.20193133035513,0.49999316435231744,0.5000087729518099
0.1,0.9999978701100369,2.2361355433320185e-05,-2.655267996705699e-05,1.4177087733564926,0.4999877543773018,0.5000162915409943
0.11,0.9999977446629403,3.987583341891199e-05,-4.202773980846401e-05,1.6529895559729253,0.4999789344147607,0.5000278387118728
0.12,0.9999976563298021,6.70041701538171e-05,-6.248054171036486e-05,1.906858078053245,0.49996532607982413,0.5000446274000568
0.13,0.9999976028636662,0.00010688684834769813,-8.778971712139822e-05,2.1783250035210306,0.49994535800765927,0.5000678968015658
0.14,0.9999975801238891,0.0001628477472782608,-0.00011707476814198865,2.4663287759396737,0.4999173661883054,0.50009876206722
0.15,0.9999975825344432,0.00023811986863742085,-0.0001485440138404685,2.7697375665376005,0.49987973133290287,0.5001380105512809
0.16,0.9999976035731377,0.00033551906802692377,-0.00017941642305630326,3.0873519181895768,0.4998310422525554,0.5001858656032118
0.17,0.99999763625582,0.0004570977756499506,-0.00020593162807424042,3.4179082909516163,0.49977026924008505,0.5002417548681332
0.18,0.9999976735852014,0.0006038166787416532,-0.0002234481423281876,3.7600836141024105,0.4996969284532299,0.5003041249265356
0.19,0.999997708941166,0.0007752733625823183,-0.00022661508189714764,4.112500815436454,0.49961121778929185,0.5003703363949725
0.2,0.9999977363972996,0.0009695229118957815,-0.00020959069010979006,4.473735148874155,0.4995141067427019,0.5004366580080605
0.21,0.9999977509560378,0.0011830173221470397,-0.0001662745723722065,4.84232100253532,0.49940736681694536,0.5004983611431796
0.22,0.999997748701372,0.0014106798280997257,-9.052164558466313e-05,5.216758772680306,0.49929353443663615,0.5005499023961273
0.23,0.9999977268729546,0.0016461187955961742,2.3685347479635195e-05,5.595521365538258,0.4991758040386792,0.5005851733630743
0.24,0.9999976838684006,0.0018819752983829652,0.00018211302673786032,5.977059962403834,0.4990578542850088,0.5005977941077449
0.25,0.9999976191817976,0.002110389852840344,0.00039019522669581,6.359808860542278,0.4989436146644786,0.500581428924429
0.26,0.9999975332863973,0.002323566895756357,0.0006529676463633162,6.742189466628119,0.4988369831953205,0.5005301077946362
0.27,0.9999974274690002,0.002514409291538622,0.0009749881855940345,7.122613826388572,0.4987415090887308,0.5004385413731548
0.28,0.9999973036236111,0.002677187629014921,0.0013602160302748794,7.4994883549824545,0.49866005799729807,0.5003024183597821
0.29,0.999997164013236,0.0028081986679519,0.0018118392707089886,7.8712186053262245,0.49859448267264206,0.5001186697281731
0.3,0.9999970110115914,0.002906353582399046,0.002332067498795291,8.236215900217518,0.49854532871459617,0.4998856747083732
0.31,0.9999968468407234,0.002973621321757658,0.002921935945413773,8.592906413398829,0.4985116127594829,0.49960337169143854
0.32,0.9999966733251044,0.0030152397262797614,0.0035811919736420737,8.939742822716612,0.4984907167994123,0.49927322889815384
0.33,0.9999964916861404,0.0030396033413978008,0.004308343215926244,9.275218049657738,0.49847844417237125,0.4988980314031166
0.34,0.9999963024014926,0.0030577491332231532,0.005100931812831852,9.597879979765704,0.4984692766341347,0.4984814584349322
0.35000000000000003,0.9999961051496666,0.003082394774770514,0.005956058942298763,9.90634559882719,0.49845685518744803,0.4980274595626427
0.36,0.9999958988514659,0.003126539875252299,0.006871123343207133,10.199312840941783,0.49843467948810677,0.49753948656615593
0.37,0.9999956818067921,0.003201713371931758,0.007844669467567112,10.475568723209538,0.4983969842174302,0.49701968959892495
0.38,0.9999954519100456,0.003316028731163989,0.008877182973970582,10.73399302556343,0.4983397115894408,0.4964682275021472
0.39,0.9999952069132378,0.003472276282578568,0.009971641941491116,10.973557725017066,0.4982614653153296,0.4958828579775687
0.4,0.9999949446964234,0.0036663214923683962,0.011133645173482086,11.193323370061142,0.4981643116020275,0.4952589529362913
0.41000000000000003,0.9999946635030832,0.003886075426816682,0.01237099847262114,11.392434302056529,0.4980542940381332,0.49459002511217603
0.42,0.9999943621049114,0.004111253190629549,0.013692737862057935,11.570114863021889,0.49794155445714094,0.4938687618160167
0.43,0.9999940398750934,0.0043140423379089965,0.015107686071225996,11.725668371599689,0.4978399987685922,0.4930884580152206
0.44,0.999993696768396,0.004460680842145459,0.016622748685596336,11.858479779094692,0.49776650796312527,0.4922446470065122
0.45,0.9999933332255917,0.004513814701215368,0.018241232137499383,11.968021781866215,0.49773975926218816,0.49133666583844415
0.46,0.9999929500339804,0.004435391805232836,0.019961486846898108,12.053863108015312,0.4977787791143738,0.4903688808968427
0.47000000000000003,0.9999925481815248,0.004189770664025871,0.021776137316829376,12.115677042441119,0.4979013887587495,0.489351342168819
0.48,0.9999921287380984,0.0037466915378200905,0.023672063617678662,12.153248203465292,0.4981227186001392,0.48829972545073275
0.49,0.9999916927852118,0.003083775726047011,0.02563116545554942,12.166476135379096,0.4984539585295824,0.48723454207456596
0.5,0.9999912413991567,0.0021882803142623253,0.027631799171728647,12.155375233867646,0.4989014805424472,0.48617972111371394
0.51,0.9999907756767694,0.0010579291096717847,0.029650659146995093,12.120071547292852,0.4994664232835488,0.48516077442579447
0.52,0.9999902967823995,-0.0002992481149740045,0.031664802118006555,12.060797758433274,0.5001447724486867,0.48420282018517175
0.53,0.9999898059917605,-0.001866020695476367,0.03365349889826963,11.977887918898574,0.5009279133436184,0.48332875459535096
0.54,0.9999893047132029,-0.0036178530306861245,0.035599642771152865,11.87177323473239,0.5018035788719445,0.48255782380504064
0.55,0.999988794477278,-0.00552535267018206,0.03749053493175958,11.742979525742761,0.50275707357373,0.48190476835372753
0.56,0.9999882768975332,-0.0075569769017670985,0.039317983697142365,11.592126165153779,0.5037726268996502,0.48137960796181634
0.5700000000000001,0.999987753615446,-0.00968168660937474,0.04107777131708548,11.419925633973218,0.5048347201124104,0.4809880260340628
